source_api,model,run_time_utc,run_time,target_time_utc,target_time,lead_hours,temperature_2m,relative_humidity_2m,dewpoint_2m,apparent_temperature,precipitation_probability,precipitation,rain,showers,snowfall,snow_depth,weathercode,pressure_msl,surface_pressure,cloudcover,cloudcover_low,cloudcover_mid,cloudcover_high,visibility,evapotranspiration,et0_fao_evapotranspiration,vapour_pressure_deficit
single_runs_api,ncep_hrrr_conus,2025-07-27 00:00:00,2025-07-26 19:00:00,2025-07-27 01:00:00,2025-07-26 20:00:00,1,26.7,81,23.1,31.3,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1016.2,1013.9,100,0,5,100,19100.0,0.0,0.07,0.66
single_runs_api,ncep_hrrr_conus,2025-07-27 00:00:00,2025-07-26 19:00:00,2025-07-27 02:00:00,2025-07-26 21:00:00,2,25.8,83,22.7,30.1,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1017.2,1014.9,100,0,5,100,17300.0,0.0,0.02,0.57
single_runs_api,ncep_hrrr_conus,2025-07-27 00:00:00,2025-07-26 19:00:00,2025-07-27 03:00:00,2025-07-26 22:00:00,3,25.3,87,23.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1017.6,1015.3,75,0,0,75,15300.0,0.0,0.0,0.42
single_runs_api,ncep_hrrr_conus,2025-07-27 00:00:00,2025-07-26 19:00:00,2025-07-27 04:00:00,2025-07-26 23:00:00,4,25.1,91,23.6,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1017.6,1015.3,44,0,0,44,13500.0,0.0,0.0,0.29
single_runs_api,ncep_hrrr_conus,2025-07-27 00:00:00,2025-07-26 19:00:00,2025-07-27 05:00:00,2025-07-27 00:00:00,5,25.1,92,23.7,30.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1018.2,1015.9,100,0,0,100,13100.0,-0.0,0.0,0.25
single_runs_api,ncep_hrrr_conus,2025-07-27 00:00:00,2025-07-26 19:00:00,2025-07-27 06:00:00,2025-07-27 01:00:00,6,25.0,92,23.6,30.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1017.8,1015.5,100,0,0,100,12800.0,-0.0,0.0,0.25
single_runs_api,ncep_hrrr_conus,2025-07-27 03:00:00,2025-07-26 22:00:00,2025-07-27 04:00:00,2025-07-26 23:00:00,1,25.9,88,23.7,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1017.6,1015.3,35,35,0,5,15300.0,0.0,0.0,0.4
single_runs_api,ncep_hrrr_conus,2025-07-27 03:00:00,2025-07-26 22:00:00,2025-07-27 05:00:00,2025-07-27 00:00:00,2,25.7,87,23.4,30.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1018.1,1015.8,100,0,0,100,15800.0,-0.0,0.0,0.43
single_runs_api,ncep_hrrr_conus,2025-07-27 03:00:00,2025-07-26 22:00:00,2025-07-27 06:00:00,2025-07-27 01:00:00,3,25.6,86,23.1,30.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1018.9,1016.6,100,9,0,100,16000.0,-0.0,0.0,0.46
single_runs_api,ncep_hrrr_conus,2025-07-27 03:00:00,2025-07-26 22:00:00,2025-07-27 07:00:00,2025-07-27 02:00:00,4,25.5,89,23.6,30.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1018.4,1016.1,100,100,0,100,14900.0,0.0,0.0,0.36
